timestamp,open,high,low,close,volume
1679616000000,1.136,1.1473,1.0636,1.097,17772172.503938
1679702400000,1.0972,1.113,1.0616,1.0787,9193704.493334
1679788800000,1.0786,1.1195,1.0725,1.1039,6455378.410159
1679875200000,1.1039,1.1084,1.0252,1.0454,13218072.704232
1679961600000,1.0454,1.107,1.0324,1.086,10759193.028457
1680048000000,1.0863,1.1467,1.0841,1.1219,10756763.929514
1680134400000,1.122,1.1427,1.0786,1.0928,10941567.193308
1680220800000,1.0929,1.1237,1.0734,1.118,6927022.50988
1680307200000,1.1179,1.1285,1.0968,1.1119,4552206.769655
1680393600000,1.1123,1.1224,1.0806,1.0956,5204724.502518
1680480000000,1.0956,1.1193,1.0688,1.0966,9605386.407409
1680566400000,1.0967,1.1537,1.092,1.1388,8539436.631204
1680652800000,1.1388,1.1696,1.1209,1.1404,8950453.692794
1680739200000,1.14,1.1415,1.1072,1.1148,4529722.333042
1680825600000,1.1149,1.1204,1.0956,1.1067,3501511.997039
1680912000000,1.1066,1.1177,1.0993,1.102,1912415.525866
1680998400000,1.1019,1.1099,1.0838,1.101,3057633.771842
1681084800000,1.101,1.124,1.0881,1.121,3711808.075988
1681171200000,1.1208,1.1315,1.1087,1.112,4698604.890324
1681257600000,1.1121,1.117,1.081,1.1033,4520251.942491
1681344000000,1.1038,1.1393,1.0959,1.1338,4158971.645399
1681430400000,1.1338,1.1903,1.1335,1.1602,11119515.038413
1681516800000,1.1601,1.1849,1.1446,1.1704,5918753.188423
1681603200000,1.1704,1.1886,1.15,1.1827,3867796.372702
1681689600000,1.1826,1.1845,1.1463,1.1531,5243657.231599
1681776000000,1.153,1.1841,1.1422,1.1717,4626310.005665
1681862400000,1.1718,1.1778,1.0559,1.0844,14130307.068827
1681948800000,1.084,1.098,1.037,1.0459,6601496.237521
1682035200000,1.0459,1.0573,0.9983,1.012,5435715.457242
1682121600000,1.0118,1.0286,1.0058,1.0245,2987869.357712
1682208000000,1.0246,1.0325,0.9774,1.0036,5289284.212366
1682294400000,1.0036,1.0238,0.9727,0.9888,6880017.359688
1682380800000,0.9893,1.0171,0.9492,1.0043,6834473.372155
1682467200000,1.0045,1.0587,0.9417,0.9857,13616548.787323
1682553600000,0.9859,1.0309,0.9787,1.0122,7227641.72108
1682640000000,1.0122,1.0162,0.979,0.9983,3044572.708528
1682726400000,0.9986,1.023,0.9924,1.0033,2543006.485416
1682812800000,1.0033,1.0157,0.9747,0.9803,2367311.726693
1682899200000,0.9803,0.9883,0.9461,0.9594,5015778.183597
1682985600000,0.959,0.9806,0.9516,0.9767,2404958.230198
1683072000000,0.9769,1.0175,0.9623,1.0057,3903973.585697
1683158400000,1.0058,1.0076,0.9789,0.9822,1948777.620057
1683244800000,0.9825,1.0089,0.974,0.9976,3258847.034711
1683331200000,0.9979,1.005,0.95,0.9755,3154294.821019
1683417600000,0.9755,0.985,0.9607,0.9635,2033287.866319
1683504000000,0.9636,0.9673,0.874,0.9003,9171423.086453
1683590400000,0.9002,0.9079,0.8663,0.8762,2852728.937912
1683676800000,0.8765,0.9045,0.8332,0.8764,9649360.881357
1683763200000,0.8765,0.8772,0.8285,0.8408,6772729.997415
1683849600000,0.8411,0.8743,0.8186,0.8645,12253684.83338
1683936000000,0.8647,0.8663,0.8473,0.8486,2553878.401484
1684022400000,0.8487,0.8689,0.8394,0.859,4251056.108411
1684108800000,0.8594,0.8778,0.8462,0.8594,5765095.944641
1684195200000,0.8588,0.8653,0.8344,0.8453,6021094.128165
1684281600000,0.8455,0.9015,0.84,0.8863,7442816.510283
1684368000000,0.8869,0.8928,0.842,0.8719,7794027.854524
1684454400000,0.8716,0.8804,0.8628,0.8718,3485464.517996
1684540800000,0.8716,0.8794,0.864,0.8765,1817967.677894
1684627200000,0.8768,0.8801,0.8526,0.8568,1990064.336648
1684713600000,0.8568,0.8764,0.8438,0.8713,3235366.515573
1684800000000,0.8719,0.8935,0.8693,0.8897,3231603.631546
1684886400000,0.8895,0.8906,0.8546,0.8732,4974747.463347
1684972800000,0.8732,0.9007,0.8535,0.8891,4929633.102511
1685059200000,0.8891,0.9722,0.8874,0.9106,12873285.615724
1685145600000,0.9106,0.9238,0.9067,0.9206,2852677.167126
1685232000000,0.9205,0.9554,0.9177,0.9407,3744460.420006
1685318400000,0.9407,0.9504,0.9037,0.9081,4933128.190461
1685404800000,0.9086,0.9158,0.8835,0.9013,4486485.197675
1685491200000,0.9011,0.9054,0.8789,0.8923,3674392.86971
1685577600000,0.8921,0.8999,0.8761,0.8887,2399392.409217
1685664000000,0.889,0.9089,0.8815,0.8997,2811576.445623
1685750400000,0.8994,0.9069,0.8922,0.8996,1606672.460208
1685836800000,0.8998,0.9071,0.8898,0.8925,2239766.398532
1685923200000,0.8923,0.8928,0.8231,0.8351,8581198.342216
1686009600000,0.8354,0.8365,0.7894,0.8223,11791859.477821
1686096000000,0.8225,0.824,0.7605,0.7653,9006235.718982
1686182400000,0.7652,0.7857,0.755,0.7813,5739044.924481
1686268800000,0.7812,0.789,0.72,0.726,15041043.466714
1686355200000,0.7262,0.7262,0.5022,0.6097,89226274.773026
1686441600000,0.6091,0.6603,0.5911,0.635,38043143.804665
1686528000000,0.635,0.6568,0.6158,0.6433,30835239.686715
