timestamp,open,high,low,close,volume
1679616000000,22.172,22.271,20.274,20.666,1098055.458941
1679702400000,20.672,20.979,20.1,20.414,476215.789849
1679788800000,20.409,21.138,20.285,20.939,371004.085038
1679875200000,20.943,20.99,19.329,19.904,711859.026159
1679961600000,19.9,20.872,19.604,20.455,676404.319275
1680048000000,20.465,21.551,20.426,21.099,712149.596584
1680134400000,21.099,21.671,20.153,20.548,889333.013719
1680220800000,20.55,21.489,20.032,21.168,576259.413063
1680307200000,21.166,21.347,20.747,21.082,418872.916572
1680393600000,21.083,21.304,20.23,20.521,388917.551611
1680480000000,20.522,20.989,19.963,20.454,862813.009933
1680566400000,20.456,21.26,20.29,20.916,555992.067135
1680652800000,20.915,21.343,20.557,20.968,595273.316946
1680739200000,20.966,20.99,20.431,20.616,386777.308941
1680825600000,20.618,20.778,20.214,20.45,256494.646177
1680912000000,20.448,20.728,19.851,20.043,258000.281848
1680998400000,20.044,20.44,19.871,20.287,195459.120134
1681084800000,20.286,20.958,20.081,20.899,281083.293875
1681171200000,20.9,23.688,20.83,22.978,1288928.29566
1681257600000,22.986,24.47,22.306,23.805,1396819.465916
1681344000000,23.811,25.276,23.641,24.424,762564.698212
1681430400000,24.425,25.494,23.739,24.72,1194358.509644
1681516800000,24.72,24.794,23.8,24.055,443960.320937
1681603200000,24.052,25.491,23.818,25.343,525932.427429
1681689600000,25.344,26.019,24.296,24.573,830422.662408
1681776000000,24.583,25.433,23.978,24.829,411911.453889
1681862400000,24.826,24.977,21.813,22.668,1407311.854585
1681948800000,22.66,23.178,21.586,22.198,919688.777363
1682035200000,22.195,22.409,20.931,21.259,760131.13455
1682121600000,21.255,21.988,21.056,21.794,325507.916419
1682208000000,21.795,22.247,20.934,21.467,403796.023402
1682294400000,21.472,22.015,21.004,21.373,513206.990968
1682380800000,21.385,21.964,20.732,21.935,533281.898307
1682467200000,21.936,22.979,20.33,21.281,1137469.310675
1682553600000,21.281,22.527,21.184,22.328,733436.505719
1682640000000,22.334,23.515,22.171,23.346,552936.151623
1682726400000,23.347,23.899,22.873,23.184,430244.17051
1682812800000,23.185,23.997,22.691,22.734,428803.872911
1682899200000,22.729,22.887,21.543,21.961,668239.946755
1682985600000,21.951,22.381,21.744,22.251,289458.03142
1683072000000,22.25,22.298,21.232,22.228,509968.041678
1683158400000,22.244,22.479,21.616,21.731,268399.88566
1683244800000,21.732,23.078,21.52,22.815,485108.433992
1683331200000,22.815,23.239,21.554,21.919,463045.49223
1683417600000,21.916,22.779,21.643,21.656,316094.735858
1683504000000,21.653,21.813,19.95,20.64,923208.978548
1683590400000,20.634,20.992,20.408,20.665,239921.940079
1683676800000,20.664,21.307,19.791,20.928,752313.01405
1683763200000,20.927,20.94,19.69,20.176,539368.87351
1683849600000,20.177,20.94,19.793,20.906,568211.254954
1683936000000,20.913,21.293,20.777,20.842,228619.548947
1684022400000,20.839,21.286,20.627,20.943,203886.236878
1684108800000,20.932,21.521,20.59,20.99,368382.422073
1684195200000,20.983,21.133,20.432,20.669,311523.457408
1684281600000,20.674,21.207,20.415,21.048,332143.265149
1684368000000,21.057,21.094,20.071,20.345,393255.810028
1684454400000,20.345,20.589,20.22,20.358,127250.630764
1684540800000,20.356,20.367,20.095,20.277,154743.596293
1684627200000,20.273,20.392,19.347,19.612,241182.658579
1684713600000,19.612,20.025,19.28,19.522,284382.167508
1684800000000,19.519,20.178,19.413,20.026,342183.497034
1684886400000,20.027,20.065,18.676,19.208,467490.620316
1684972800000,19.209,19.593,18.757,19.256,260254.183403
1685059200000,19.255,19.557,19.09,19.355,146530.31947
1685145600000,19.354,20.531,19.327,20.421,228024.855073
1685232000000,20.422,21.193,20.283,20.803,350232.530107
1685318400000,20.824,20.98,20.261,20.575,255113.817986
1685404800000,20.579,21.401,20.466,21.249,486486.649188
1685491200000,21.252,21.329,20.359,20.821,372280.861209
1685577600000,20.817,20.978,20.412,20.498,308966.065094
1685664000000,20.497,21.377,20.292,21.253,298626.148457
1685750400000,21.256,21.344,20.957,21.185,164946.009104
1685836800000,21.186,22.295,21.029,21.822,450736.219447
1685923200000,21.822,22.051,19.204,20.007,921796.172323
1686009600000,20.01,20.697,19.235,20.382,625267.994775
1686096000000,20.388,20.526,18.519,18.638,500849.989018
1686182400000,18.638,19.116,18.224,18.883,238688.006563
1686268800000,18.88,19.377,17.113,17.39,1133565.229138
1686355200000,17.396,17.428,12.666,15.617,3751783.340724
1686441600000,15.617,16.181,15.118,15.544,1268608.143492
1686528000000,15.545,15.707,14.738,15.186,990368.304379
1686614400000,15.192,16.0,14.764,15.041,768701.292709
1686700800000,15.032,15.37,14.06,14.487,591197.307962
1686787200000,14.487,15.073,14.175,14.774,829947.611194
1686873600000,14.769,15.469,14.37,15.317,416827.842533
1686960000000,15.314,16.128,15.164,15.645,450065.954495
1687046400000,15.64,15.832,15.271,15.441,219162.471266
1687132800000,15.442,16.147,15.334,16.109,265534.201884
1687219200000,16.107,16.685,15.728,16.643,885482.397775
1687305600000,16.642,17.404,16.532,17.24,672189.773507
1687392000000,17.23,17.745,16.572,16.634,477925.749948
1687478400000,16.625,17.531,16.164,17.143,605956.982027
1687564800000,17.141,17.54,16.372,16.632,443703.550633
1687651200000,16.64,17.389,16.571,16.967,565489.831573
1687737600000,16.955,17.12,15.907,16.267,729088.676582
1687824000000,16.273,16.932,16.138,16.625,508199.888126
1687910400000,16.629,16.649,15.466,15.967,907014.264229
1687996800000,15.973,18.285,15.863,18.001,1328429.848374
1688083200000,17.995,20.02,16.959,18.857,1993604.418741
1688169600000,18.852,19.008,17.908,18.696,750795.824965
1688256000000,18.687,19.743,18.52,19.459,1181233.076605
1688342400000,19.46,19.657,18.868,19.273,767009.399283
1688428800000,19.267,19.938,19.06,19.142,681169.085283
1688515200000,19.132,19.377,18.272,18.992,558601.572614
1688601600000,18.995,20.979,18.823,19.595,1631317.376018
